link,depth,story_tags_list,cover_img,title,Lượt đọc,Lượt bình chọn,Chương,recommended_stories,badges,Thời gian
https://www.wattpad.com/story/249644296-12-ch%C3%B2m-sao-l%C3%A0ng-c%E1%BB%A7a-s%C3%B3i,0,"['12chomsao', 'aquarius', 'aries', 'bíẩn', 'cancer', 'capricorn', 'gemini', 'leo', 'libra', 'pisces', 'sagittarius', 'scorpio', 'siêunhiên', 'taurus', 'trinhthám', 'virgo', 'viễntưởng']",https://img.wattpad.com/cover/249644296-256-k541651.jpg,[12 Chòm Sao] Làng Của Sói,"Lượt đọc 2,574",Lượt bình chọn 196,Chương 6,"['https://www.wattpad.com/story/317793291-edit-xuy%C3%AAn-nhanh-nam-ch%E1%BB%A7-ph%E1%BA%A3n-di%E1%BB%87n-anh-th%E1%BA%ADt-h%C6%B0', 'https://www.wattpad.com/story/193781537-%C4%91m-edit-nh%C3%A2n-v%E1%BA%ADt-ph%E1%BA%A3n-di%E1%BB%87n-v%E1%BA%A3-m%E1%BA%B7t-h%C3%A0o-quang-nh%C3%A2n', 'https://www.wattpad.com/story/343683527-bhtt-t%E1%BB%B1-vi%E1%BA%BFt-n%E1%BB%AF-t%E1%BB%95ng-ng%C3%A0i-suy-t%C3%ACnh-r%E1%BB%93i', 'https://www.wattpad.com/story/351983973-em-trai-t%C3%B4i-b%E1%BB%8B-th%C3%B4ng-tr%C3%A0n-ng%E1%BA%ADp-n%C6%B0%E1%BB%9Bc-d%C3%A2-m', 'https://www.wattpad.com/story/361345793-ng%E1%BB%8Dc-trang-_-cover-d%C3%AC-%C6%A1i-%C4%91%E1%BB%A3i-con-l%E1%BB%9Bn-l%C3%AAn-%C4%91%C6%B0%E1%BB%A3c', 'https://www.wattpad.com/story/318326476-d%E1%BB%8Bch-debut-or-die-ra-m%E1%BA%AFt-hay-ra-%C4%91i', 'https://www.wattpad.com/story/353775278-edit-%C4%91m-t%C3%B4i-omega-a-nh%E1%BA%A5t-to%C3%A0n-v%C5%A9-tr%E1%BB%A5', 'https://www.wattpad.com/story/359925561-odnoliub', 'https://www.wattpad.com/story/354948191-bhtt-edit-tr%E1%BB%9Di-t%E1%BB%91i-h%E1%BB%95-%C4%91%E1%BA%A7u-mi%C3%AAu-di%E1%BB%87n', 'https://www.wattpad.com/story/356358336-%08-pondphuwin-joongdunk-hallucination']",['Đang sáng tác'],
https://www.wattpad.com/story/197628156-l%E1%BA%A5y-ch%E1%BB%93ng-r%E1%BA%AFn,0,"['bíẩn', 'dị', 'gioi', 'kinhdi', 'rắn']",https://img.wattpad.com/cover/197628156-256-k582007.jpg,Lấy chồng rắn,"Lượt đọc 69,861","Lượt bình chọn 2,828",Chương 22,"['https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i']",['Đang sáng tác'],
https://www.wattpad.com/story/348599576-l%E1%BB%9Di-h%E1%BB%93i-%C3%A2m-kh%C3%B4ng-mong-%C4%91%E1%BB%A3i,0,"['bíẩn', 'bạolực', 'drama', 'happyending', 'hiệnthực', 'hiệnđại', 'họcđường', 'tinhcam', 'tâmlý', 'xãhội']",https://img.wattpad.com/cover/348599576-256-k44136.jpg,Lời hồi âm không mong đợi,"Lượt đọc 2,021",Lượt bình chọn 61,Chương 16,"['https://www.wattpad.com/story/225716899-not-a-love-story', 'https://www.wattpad.com/story/205172665-bts-m%E1%BB%99ng-%E1%BA%A3o-%E2%9C%94%EF%B8%8F', 'https://www.wattpad.com/story/264257528-mpreg-i-have-a-happy-ending-with-the-mistress%27s', 'https://www.wattpad.com/story/110097690-until-you', 'https://www.wattpad.com/story/264258897-the-villain-just-wants-to-be-a-salted-fish', 'https://www.wattpad.com/story/258988004-i-got-bitten-after-transmigrating-into-a-pseudo', 'https://www.wattpad.com/story/132742981-the-mafia-kidnapped-me', 'https://www.wattpad.com/story/254221757-%F0%9D%90%85%F0%9D%90%88%F0%9D%90%8D%F0%9D%90%83%F0%9D%90%88%F0%9D%90%8D%F0%9D%90%86-%F0%9D%90%8C%F0%9D%90%98-%F0%9D%90%87%F0%9D%90%80%F0%9D%90%8F%F0%9D%90%8F%F0%9D%90%98-%E2%9C%94%EF%B8%8E', 'https://www.wattpad.com/story/125863206-acrophilia', 'https://www.wattpad.com/story/248166047-russi']",['Đang sáng tác'],
https://www.wattpad.com/story/131605605-13-ch%C3%B2m-sao-drop-gi%E1%BA%A3i-m%C3%A3-ng%C3%B4i-tr%C6%B0%E1%BB%9Dng-ma,0,"['12chomsao', 'aquarius', 'aries', 'bimat', 'bíẩn', 'cancer', 'capricorn', 'gemini', 'giảimã', 'hồihộp', 'kinhdi', 'leo', 'libra', 'maquai', 'sagittarius', 'scorpius', 'songngu', 'taurus', 'virgo']",https://img.wattpad.com/cover/131605605-256-k157044.jpg,(13 Chòm Sao/Drop) Giải Mã Ngôi Trường Ma,"Lượt đọc 7,950",Lượt bình chọn 957,Chương 5,"['https://www.wattpad.com/story/355752587-%C4%91%C3%B4i-m%E1%BA%AFt-m%C3%A0u-m%C3%A1u-hi%E1%BA%BFucris-huycris', 'https://www.wattpad.com/story/353970676-gi%E1%BA%A3-o-s%E1%BA%BD-b%E1%BB%8B-c%E1%BA%AFn-on2eus', 'https://www.wattpad.com/story/354344438-allbin-xuy%C3%AAn-kh%C3%B4ng-tr%E1%BB%9F-th%C3%A0nh-ph%C3%A1p-s%C6%B0', 'https://www.wattpad.com/story/309985442-trong-show-t%E1%BB%91ng-ngh%E1%BB%87-kinh-d%E1%BB%8B-debut-v%E1%BB%8B-tr%C3%AD-center', 'https://www.wattpad.com/story/324735196-l%C3%B2ng-ng%C6%B0%E1%BB%9Di-nh%C6%B0-r%E1%BA%AFn-nam-hoan-n%E1%BB%AF-%C3%A1i-sau-l%C6%B0ng-c%E1%BB%95', 'https://www.wattpad.com/story/357126482-allreo-c%E1%BB%95-t%C3%ADch-c%E1%BB%A7a-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn']",['Đang sáng tác'],
https://www.wattpad.com/story/324336872-bhtt-%E4%BA%B2%E5%AF%86%E5%85%B3%E7%B3%BB-18%2B,0,"['18', 'bíẩn', 'quanhe', 'thanmat']",https://img.wattpad.com/cover/324336872-256-k798885.jpg,BHTT - 亲密关系(18+),"Lượt đọc 2,304",Lượt bình chọn 51,Chương 135,"['https://www.wattpad.com/story/247350087-thi%C3%AAn-quan-t%E1%BB%A9-ph%C3%BAc', 'https://www.wattpad.com/story/358583971-bhtt-edit-ho%C3%A0n-thao-t%C3%BAng-tim-t%C3%B4i-c%C3%B3-h', 'https://www.wattpad.com/story/354525797-full-l%E1%BB%9Di-gi%E1%BA%A3i-t-c%E1%BB%ADu-th%E1%BA%ADp-h%E1%BA%A1', 'https://www.wattpad.com/story/355752587-%C4%91%C3%B4i-m%E1%BA%AFt-m%C3%A0u-m%C3%A1u-hi%E1%BA%BFucris-huycris']","['Đang sáng tác', 'Trưởng thành']",
https://www.wattpad.com/story/132964073-male-yandere-x-reader-t%C3%AAn-h%E1%BB%81-s%C3%A1t-nh%C3%A2n-v%C3%A0-b%E1%BA%A3o-v%E1%BA%ADt,0,"['bl', 'boyxboy', 'bíẩn', 'dammy', 'danmei', 'kinhdi', 'langman', 'male', 'xreader', 'yandere', 'yanderecong']",https://img.wattpad.com/cover/132964073-256-k190020.jpg,(Male!Yandere x Reader) Tên Hề Sát Nhân Và Bảo Vật Của Hắn,"Lượt đọc 283,854","Lượt bình chọn 22,741",Chương 67,"['https://www.wattpad.com/story/247068937-1%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/355752587-%C4%91%C3%B4i-m%E1%BA%AFt-m%C3%A0u-m%C3%A1u-hi%E1%BA%BFucris-huycris', 'https://www.wattpad.com/story/357126482-allreo-c%E1%BB%95-t%C3%ADch-c%E1%BB%A7a-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn', 'https://www.wattpad.com/story/354344438-allbin-xuy%C3%AAn-kh%C3%B4ng-tr%E1%BB%9F-th%C3%A0nh-ph%C3%A1p-s%C6%B0', 'https://www.wattpad.com/story/324735196-l%C3%B2ng-ng%C6%B0%E1%BB%9Di-nh%C6%B0-r%E1%BA%AFn-nam-hoan-n%E1%BB%AF-%C3%A1i-sau-l%C6%B0ng-c%E1%BB%95', 'https://www.wattpad.com/story/354525797-full-l%E1%BB%9Di-gi%E1%BA%A3i-t-c%E1%BB%ADu-th%E1%BA%ADp-h%E1%BA%A1', 'https://www.wattpad.com/story/247350087-thi%C3%AAn-quan-t%E1%BB%A9-ph%C3%BAc', 'https://www.wattpad.com/story/353970676-gi%E1%BA%A3-o-s%E1%BA%BD-b%E1%BB%8B-c%E1%BA%AFn-on2eus', 'https://www.wattpad.com/story/358583971-bhtt-edit-ho%C3%A0n-thao-t%C3%BAng-tim-t%C3%B4i-c%C3%B3-h', 'https://www.wattpad.com/story/309985442-trong-show-t%E1%BB%91ng-ngh%E1%BB%87-kinh-d%E1%BB%8B-debut-v%E1%BB%8B-tr%C3%AD-center']",['Đang sáng tác'],
https://www.wattpad.com/story/331233992-ta-%E1%BB%9F-ph%E1%BA%A1m-t%E1%BB%99i-hi%E1%BB%87n-tr%C6%B0%E1%BB%9Dng-li%C3%AAu-hung-th%E1%BB%A7,0,"['1vs1', 'boylove', 'bíẩn', 'kinhdi', 'taởphạmtộihiệntrườngliêuhungthủ', 'đammĩ']",https://img.wattpad.com/cover/331233992-256-k986829.jpg,Ta ở phạm tội hiện trường liêu hung thủ,Lượt đọc 378,Lượt bình chọn 57,Chương 30,"['https://www.wattpad.com/story/46159699-hired-to-love', 'https://www.wattpad.com/story/32171717-luciano-book-i-%E2%9C%93', 'https://www.wattpad.com/story/58428517-seduced-%E2%9E%A2-kylo-ren', 'https://www.wattpad.com/story/82040526-a-different-virus-heartfire', 'https://www.wattpad.com/story/239921112-the-prodigy-%E2%9C%94%EF%B8%8E', 'https://www.wattpad.com/story/122197158-the-boy-who-read-minds-%E2%9C%94%EF%B8%8F', 'https://www.wattpad.com/story/112944236-rings-veins-%F0%9D%90%8F%F0%9D%90%89%F0%9D%90%8C-%E2%9C%93', 'https://www.wattpad.com/story/827086-marked-by-the-alpha', 'https://www.wattpad.com/story/24021854-the-girl-he-never-noticed']",['Hoàn thành'],
https://www.wattpad.com/story/145836387-b%C3%AD-ng%C3%B4-cu%E1%BB%93ng-s%C3%A1t-pumpkin-night,0,"['bé', 'bí', 'bíẩn', 'cuồng', 'night', 'pumpkin', 'sát']",https://img.wattpad.com/cover/145836387-256-k256306.jpg,Bí ngô cuồng sát - Pumpkin Night,"Lượt đọc 176,623","Lượt bình chọn 5,106",Chương 31,"['https://www.wattpad.com/story/355752587-%C4%91%C3%B4i-m%E1%BA%AFt-m%C3%A0u-m%C3%A1u-hi%E1%BA%BFucris-huycris', 'https://www.wattpad.com/story/353970676-gi%E1%BA%A3-o-s%E1%BA%BD-b%E1%BB%8B-c%E1%BA%AFn-on2eus', 'https://www.wattpad.com/story/354525797-full-l%E1%BB%9Di-gi%E1%BA%A3i-t-c%E1%BB%ADu-th%E1%BA%ADp-h%E1%BA%A1', 'https://www.wattpad.com/story/354344438-allbin-xuy%C3%AAn-kh%C3%B4ng-tr%E1%BB%9F-th%C3%A0nh-ph%C3%A1p-s%C6%B0', 'https://www.wattpad.com/story/324735196-l%C3%B2ng-ng%C6%B0%E1%BB%9Di-nh%C6%B0-r%E1%BA%AFn-nam-hoan-n%E1%BB%AF-%C3%A1i-sau-l%C6%B0ng-c%E1%BB%95', 'https://www.wattpad.com/story/358583971-bhtt-edit-ho%C3%A0n-thao-t%C3%BAng-tim-t%C3%B4i-c%C3%B3-h', 'https://www.wattpad.com/story/247350087-thi%C3%AAn-quan-t%E1%BB%A9-ph%C3%BAc', 'https://www.wattpad.com/story/357126482-allreo-c%E1%BB%95-t%C3%ADch-c%E1%BB%A7a-ng%C6%B0%E1%BB%9Di-l%E1%BB%9Bn', 'https://www.wattpad.com/story/247068937-1%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/309985442-trong-show-t%E1%BB%91ng-ngh%E1%BB%87-kinh-d%E1%BB%8B-debut-v%E1%BB%8B-tr%C3%AD-center']",['Đang sáng tác'],
https://www.wattpad.com/story/127721175-nh%E1%BB%AFng-t%E1%BA%ADp-phim-b%E1%BB%8B-m%E1%BA%A5t-v%C3%A0-nh%E1%BB%AFng-c%C3%A2u-chuy%E1%BB%87n-tui-l%E1%BB%A5m,0,"['bongbupcute', 'bí', 'bíẩn', 'creepypasta', 'horror', 'kinhdi', 'mắt', 'những', 'phím', 'truyệnma', 'tập']",https://img.wattpad.com/cover/127721175-256-k755031.jpg,NHỮNG TẬP PHIM BỊ MẤT và NHỮNG CÂU CHUYỆN TUI LỤM LẶT ĐƯỢC,"Lượt đọc 195,655","Lượt bình chọn 11,297",Chương 79,"['https://www.wattpad.com/story/197434317-h%E1%BB%8Da-ph%E1%BB%91', 'https://www.wattpad.com/story/239528231-h%E1%BB%8Da-ph%E1%BB%91-02', 'https://www.wattpad.com/story/333825566-edit-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/276672865-taekook-%F0%9F%86%98-g%C3%A0o-th%C3%A9t-v%C3%B4-v%E1%BB%8Dng-l%E1%BB%9Di-nguy%E1%BB%81n-kim-t%E1%BB%B1-th%C3%A1p', 'https://www.wattpad.com/story/341643511-y%C3%AAu-phu-th%C3%BA-th%C3%A2n-b%C3%A1ch-v%C3%B4-c%E1%BA%A5m-k%E1%BB%B5-kh%C3%A1t-v%C5%A9', 'https://www.wattpad.com/story/347428673-%C4%91am-m%E1%BB%B9-edit-d%E1%BB%B1a-v%C3%A0o-t%E1%BB%8F-t%C3%ACnh-th%C3%B4ng-quan-tr%C3%B2-ch%C6%A1i', 'https://www.wattpad.com/story/280441203-bh-thu%E1%BA%A7n-vi%E1%BB%87t-_-t%C3%A2m-l%E1%BA%A1nh', 'https://www.wattpad.com/story/321538266-2%EF%B8%8F%E2%83%A3-%C4%91m-edit-t%C3%B4i-phong-th%E1%BA%A7n-trong-tr%C3%B2-ch%C6%A1i-v%C3%B4-h%E1%BA%A1n', 'https://www.wattpad.com/story/246468746-k%C3%ADnh-v%E1%BA%A1n-hoa-ch%E1%BA%BFt-ch%C3%B3c', 'https://www.wattpad.com/story/350059043-t%C3%B4i-l%E1%BA%A1i-%C4%91%C3%A1nh-s%E1%BA%ADp-c%C3%A2u-chuy%E1%BB%87n-kinh-d%E1%BB%8B-trong-tr%C6%B0%E1%BB%9Dng']",['Đang sáng tác'],
https://www.wattpad.com/story/108740518-yandere-love-death-full,0,"['bíẩn', 'hay', 'hài', 'kinhdi', 'langman', 'yandere', 'zombie']",https://img.wattpad.com/cover/108740518-256-k517121.jpg,[YANDERE] Love Death (full),"Lượt đọc 141,066","Lượt bình chọn 8,975",Chương 41,"['https://www.wattpad.com/story/77577437-yandere-k%E1%BA%BB-%C4%91eo-b%C3%A1m-hoa%CC%80n', 'https://www.wattpad.com/story/84821643-yandere-l%C3%A0-anh_y%C3%AAu-kh%C3%B4ng-full', 'https://www.wattpad.com/story/168771807-y%C3%AAu-m%C3%B4%CC%A3t-ke%CC%89-ma%CC%81u-la%CC%A3nh-yaoi-yandere-sm']","['Hoàn thành', 'Trưởng thành']",
https://www.wattpad.com/story/346158888-h%E1%BB%8Dc-vi%E1%BB%87n-vampire-zerobaseone,1,"['binhao', 'boylove', 'boysplanet', 'evnne', 'gyujin', 'jeongri', 'junrae', 'mattwoong', 'vampire', 'zerobaseone', 'đammỹ']",https://img.wattpad.com/cover/346158888-256-k689162.jpg,[Học Viện Vampire/ZEROBASEONE],"Lượt đọc 30,217","Lượt bình chọn 2,840",Chương 70,"['https://www.wattpad.com/story/308966578-the-chaos-chapter-blood_-sunsun-ho%C3%A0n', 'https://www.wattpad.com/story/346158888-h%E1%BB%8Dc-vi%E1%BB%87n-vampire-zerobaseone', 'https://www.wattpad.com/story/358040246-geminifourth-c%E1%BA%AFn-l%C3%AAn-%C4%91%E1%BA%A7u-ng%C3%B3n-tay-anh', 'https://www.wattpad.com/story/114658360-%C3%B4ng-x%C3%A3-%7E-anh-l%C3%A0-ma-c%C3%A0-r%E1%BB%93ng', 'https://www.wattpad.com/story/303617064-nam-l%C3%A2n-c%E1%BA%A9m-l%C3%BD', 'https://www.wattpad.com/story/346503136-%E3%80%90%F0%9D%97%9B%F0%9D%97%AE%F0%9D%97%B6%F0%9D%97%9E%F0%9D%97%AE%F0%9D%98%83%F0%9D%97%B2%F0%9D%97%B5%E3%80%91%E2%80%A2-%F0%9D%90%88%F0%9D%90%A5%F0%9D%90%A5%F0%9D%90%AE%F0%9D%90%AC%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%B2-%F0%9D%90%83%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%A6-%F0%9D%90%88%F0%9D%90%A7-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%9E-%F0%9D%90%80%F0%9D%90%9B%F0%9D%90%B2%F0%9D%90%AC%F0%9D%90%AC']",['Hoàn thành'],
https://www.wattpad.com/story/114658360-%C3%B4ng-x%C3%A3-%7E-anh-l%C3%A0-ma-c%C3%A0-r%E1%BB%93ng,1,['macàrồng'],https://img.wattpad.com/cover/114658360-256-k441893.jpg,Ông Xã ~ Anh Là Ma Cà Rồng,"Lượt đọc 579,747","Lượt bình chọn 19,116",Chương 29,"['https://www.wattpad.com/story/358040246-geminifourth-c%E1%BA%AFn-l%C3%AAn-%C4%91%E1%BA%A7u-ng%C3%B3n-tay-anh', 'https://www.wattpad.com/story/356981504-wanderer-x-reader-m%C3%A1u', 'https://www.wattpad.com/story/308966578-the-chaos-chapter-blood_-sunsun-ho%C3%A0n', 'https://www.wattpad.com/story/346907633-taegyu-t%C3%ACnh-hay-m%C3%A1u', 'https://www.wattpad.com/story/346158888-h%E1%BB%8Dc-vi%E1%BB%87n-vampire-zerobaseone', 'https://www.wattpad.com/story/303617064-nam-l%C3%A2n-c%E1%BA%A9m-l%C3%BD', 'https://www.wattpad.com/story/358369619-on-going-%C4%91m-kh%E1%BA%BF-%C6%B0%E1%BB%9Bc-v%E1%BB%9Bi-huy%E1%BA%BFt-t%E1%BB%99c-kh%C3%B4ng-%C4%91i%E1%BB%83n-h%C3%ACnh', 'https://www.wattpad.com/story/346503136-%E3%80%90%F0%9D%97%9B%F0%9D%97%AE%F0%9D%97%B6%F0%9D%97%9E%F0%9D%97%AE%F0%9D%98%83%F0%9D%97%B2%F0%9D%97%B5%E3%80%91%E2%80%A2-%F0%9D%90%88%F0%9D%90%A5%F0%9D%90%A5%F0%9D%90%AE%F0%9D%90%AC%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%B2-%F0%9D%90%83%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%A6-%F0%9D%90%88%F0%9D%90%A7-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%9E-%F0%9D%90%80%F0%9D%90%9B%F0%9D%90%B2%F0%9D%90%AC%F0%9D%90%AC', 'https://www.wattpad.com/story/136893554-truy%E1%BB%87n-tranh-v%E1%BA%BFt-c%E1%BA%AFn-ng%E1%BB%8Dt-ng%C3%A0o-2', 'https://www.wattpad.com/story/114658360-%C3%B4ng-x%C3%A3-%7E-anh-l%C3%A0-ma-c%C3%A0-r%E1%BB%93ng']",['Hoàn thành'],
https://www.wattpad.com/story/308966578-the-chaos-chapter-blood_-sunsun-ho%C3%A0n,1,"['enhypen', 'heejake', 'jaywon', 'niki', 'originalcharacter', 'sunghoon', 'sunoo', 'sunsun', 'taehyun', 'yeongyu']",https://img.wattpad.com/cover/308966578-256-k988551.jpg,The Chaos Chapter: Blood_ Sunsun |Hoàn|,"Lượt đọc 15,264","Lượt bình chọn 1,912",Chương 77,"['https://www.wattpad.com/story/358369619-on-going-%C4%91m-kh%E1%BA%BF-%C6%B0%E1%BB%9Bc-v%E1%BB%9Bi-huy%E1%BA%BFt-t%E1%BB%99c-kh%C3%B4ng-%C4%91i%E1%BB%83n-h%C3%ACnh', 'https://www.wattpad.com/story/136893554-truy%E1%BB%87n-tranh-v%E1%BA%BFt-c%E1%BA%AFn-ng%E1%BB%8Dt-ng%C3%A0o-2', 'https://www.wattpad.com/story/356981504-wanderer-x-reader-m%C3%A1u', 'https://www.wattpad.com/story/346907633-taegyu-t%C3%ACnh-hay-m%C3%A1u', 'https://www.wattpad.com/story/346503136-%E3%80%90%F0%9D%97%9B%F0%9D%97%AE%F0%9D%97%B6%F0%9D%97%9E%F0%9D%97%AE%F0%9D%98%83%F0%9D%97%B2%F0%9D%97%B5%E3%80%91%E2%80%A2-%F0%9D%90%88%F0%9D%90%A5%F0%9D%90%A5%F0%9D%90%AE%F0%9D%90%AC%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%B2-%F0%9D%90%83%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%A6-%F0%9D%90%88%F0%9D%90%A7-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%9E-%F0%9D%90%80%F0%9D%90%9B%F0%9D%90%B2%F0%9D%90%AC%F0%9D%90%AC', 'https://www.wattpad.com/story/303617064-nam-l%C3%A2n-c%E1%BA%A9m-l%C3%BD', 'https://www.wattpad.com/story/114658360-%C3%B4ng-x%C3%A3-%7E-anh-l%C3%A0-ma-c%C3%A0-r%E1%BB%93ng', 'https://www.wattpad.com/story/358040246-geminifourth-c%E1%BA%AFn-l%C3%AAn-%C4%91%E1%BA%A7u-ng%C3%B3n-tay-anh', 'https://www.wattpad.com/story/308966578-the-chaos-chapter-blood_-sunsun-ho%C3%A0n', 'https://www.wattpad.com/story/346158888-h%E1%BB%8Dc-vi%E1%BB%87n-vampire-zerobaseone']",['Hoàn thành'],
https://www.wattpad.com/story/136893554-truy%E1%BB%87n-tranh-v%E1%BA%BFt-c%E1%BA%AFn-ng%E1%BB%8Dt-ng%C3%A0o-2,1,"['a3manga', 'h-e', 'macàrồng', 'miminie', 'ngontinh', 'nguoc', 'sung']",https://img.wattpad.com/cover/136893554-512-k200043.jpg,[Truyện Tranh] VẾT CẮN NGỌT NGÀO 2,"Lượt đọc 313,853","Lượt bình chọn 4,693",Chương 200,"['https://www.wattpad.com/story/114658360-%C3%B4ng-x%C3%A3-%7E-anh-l%C3%A0-ma-c%C3%A0-r%E1%BB%93ng', 'https://www.wattpad.com/story/358369619-on-going-%C4%91m-kh%E1%BA%BF-%C6%B0%E1%BB%9Bc-v%E1%BB%9Bi-huy%E1%BA%BFt-t%E1%BB%99c-kh%C3%B4ng-%C4%91i%E1%BB%83n-h%C3%ACnh', 'https://www.wattpad.com/story/303617064-nam-l%C3%A2n-c%E1%BA%A9m-l%C3%BD', 'https://www.wattpad.com/story/308966578-the-chaos-chapter-blood_-sunsun-ho%C3%A0n', 'https://www.wattpad.com/story/346907633-taegyu-t%C3%ACnh-hay-m%C3%A1u', 'https://www.wattpad.com/story/346158888-h%E1%BB%8Dc-vi%E1%BB%87n-vampire-zerobaseone', 'https://www.wattpad.com/story/356981504-wanderer-x-reader-m%C3%A1u', 'https://www.wattpad.com/story/358040246-geminifourth-c%E1%BA%AFn-l%C3%AAn-%C4%91%E1%BA%A7u-ng%C3%B3n-tay-anh', 'https://www.wattpad.com/story/346503136-%E3%80%90%F0%9D%97%9B%F0%9D%97%AE%F0%9D%97%B6%F0%9D%97%9E%F0%9D%97%AE%F0%9D%98%83%F0%9D%97%B2%F0%9D%97%B5%E3%80%91%E2%80%A2-%F0%9D%90%88%F0%9D%90%A5%F0%9D%90%A5%F0%9D%90%AE%F0%9D%90%AC%F0%9D%90%A8%F0%9D%90%AB%F0%9D%90%B2-%F0%9D%90%83%F0%9D%90%AB%F0%9D%90%9E%F0%9D%90%9A%F0%9D%90%A6-%F0%9D%90%88%F0%9D%90%A7-%F0%9D%90%93%F0%9D%90%A1%F0%9D%90%9E-%F0%9D%90%80%F0%9D%90%9B%F0%9D%90%B2%F0%9D%90%AC%F0%9D%90%AC', 'https://www.wattpad.com/story/136893554-truy%E1%BB%87n-tranh-v%E1%BA%BFt-c%E1%BA%AFn-ng%E1%BB%8Dt-ng%C3%A0o-2']",['Đang sáng tác'],
